"This study has been conducted as a Minor Field Study (MFS). It focuses on solar water pumping for small-scale farmers in the Kilimanjaro Region of Tanzania. The purpose is to investigate the possibilities for rural farmers to operate their irrigation with solar power instead of their current option: fossil fuels, primarily petrol.The study was conducted in three phases, starting with pre-study in Sweden, followed by field study in Tanzania from January to March 2015 and finishing with summarizing and calculating in Sweden.Fuel powered water pumping has a cheap capital cost; however, it is expensive and problematic to maintain and operate. Solar powered water pumping is almost completely opposite. It has a higher initial cost; however, it is considerably cheaper to run. The results indicate that the investment in solar power might be too expensive for the farmers, as long as they do not receive external financial and educational support.Assuming that the farmers are able to obtain a solar water pumping system, results show that they will benefit and save a considerably amount of money over a long period of time. Also, solar water pumping is environmentally friendly compared to the systems in Tanzania today.",Energy and Environment
"Nowadays it is necessary a new approach in the society, more focused on getting a sustainable behavior and development in a global environment. Today, it is accepted by most of the scientific community that the global warming is more and more enhanced by the increased CO2 in the atmosphere, due to the burning of fossils fuel for the last 100 years, necessary for various energy services.At the same time it is also clear that many energy transformation processes have showed to be highly inefficient, because they mostly concentrate upon one energy service only. A higher efficient system would require using the available energy fully to supply different services (like power, heat, cooling, clean water, transportation fuel, pellets …) simultaneously. The concept of polygeneration (simultaneous transformation of basic energy sources) can be a practical way for getting a significant higher yield from the basic energy source.Micro gas Turbines (MGT) are a relatively new distributed generation technology which is used for stationary energy generation applications. Their use for-on site smallscale energy production offers a great opportunity for primary energy saving and reduction of pollutant and greenhouse gas emissions. Microturbines can be used for generating power only or they can be used in cogeneration systems, for generating both power and heat (CHP systems), so it is possible locally recovering waste heat from exhaust gas, especially for Thermally Activated Technologies (TAT) The polygeneration lab at KTH hosts several test rigs that can be operated separately and also integrated. An important part of the work is to study, make and optimize the integration of the various rigs.The objective of the work reported in this Thesis is installing and testing the performance of a new microturbine, with a very similar design to the old one, but provided with a more solid turbogenerator. The turbine performance will be analyzed for its possible future contribution in a polygeneration system. Moreover, the old microturbine will be disassembled for checking the causes of the vibrations, making conclusions about its shortcomings and suggestions for making sure that the new one will be a real improvement",Energy and Environment
"Waste disposal is a global problem contributing to the ongoing climate change by large emissions of greenhouse gases. By using waste material as a resource instead of landfilling, the greenhouse gas emissions from landfills are reduced.Waste material can be used for waste incineration with energy recovery, thus decreasing the greenhouse gas emission from energy utilization by changing from fossil fuels to a partly renewable fuel.Arges County in Romania has severe problems with its waste material, mainly sewage sludge and waste from households and industries. As a consequence of the Romanian EU accession in 2007, Arges County is obliged to close its landfills for waste in a near future.A reconstruction of the wastewater treatment plant and an improved management of the sewage sludge residue are necessary in order to comply with EU standards. The requirements from the EU regarding waste disposal together with the existence of a district heating network in the residence city Pitesti, makes it interesting to investigate energy recovery from waste material in Arges County.Therefore, the goal of the study is to evaluate the possibility to extract energy from co-incineration of the waste material, sewage sludge and waste generated in Arges County. In order to reach this goal, the composition and quantities of the waste material is investigated. A suitable technology for the waste-to-energy (WTE) plant is proposed, based on the data of the waste material as well as on   established WTE technologies and their costs.It is assumed that the WTE plant will be implemented in 2020 and that all the generated waste will be incinerated. Furthermore, an environmental analysis is carried out, which presents the reductions of greenhouse gas emissions with the proposed WTE plant in comparison with the present system; including the management of waste and sludge and the district heating production, which is based on fossil fuels.The result shows that the waste material in Arges County has a calorific value of 7.5 MJ per kg, which is suitable for co-incineration of waste and sludge. The suggested WTE plant has the total power of 130 MW, annually recovering 620 and 330 GWh of heat and electric power respectively. The investment cost of the WTE plant is estimated to 226 million euro with a payback time of 8 years. The environmental analysis shows that the proposed system in comparison with the present system will decrease greenhouse gas emissions by 88 percent.A WTE plant appears to be a sound investment in Arges County and would sharply reduce the emissions of greenhouse gases in the county. However, some obstacles exist. Waste management is a new field in Romania and currently there are no WTE plants. Furthermore, the data used in this study concerning the quantity and composition of the waste, is uncertain and further studies are necessary before a WTE plant can be established.",Energy and Environment
"Brazil is very much rich in agriculture and forestry. The agro industry occupies an area of 28840726 ha. The more important crops are sugarcane (7080920 ha), rice (289030 ha), wheat (1853220 ha), coconut (283205 ha), cassava (1894460 ha), corn (13767400 ha) and grass (140000 ha). These crops generated 597 million tons of residues. Forest plantations in Brazil supplied 102.9 million m3 of industrial roundwood, of which nearly half is for renewable fuelwood and charcoal.Part of this plantation output is destined for the pulp and paper industry:The renewable sources are fulfilling 46.4% of the total Brazilian energy demands.Energy forestation in Brazil includes mainly Eucalyptus and Bracatingas.In this study three biomasses abundant in the Brazil are studied:  i.e. Eucalyptus, Garapeira/Peroba (wood dust) and Sewage Sludge.The wood samples (Eucalyptus and Peroba/Garapeira) have higher heating value than the sewage sludge because the wood samples have higher amounts of carbon and hydrogen than the sewage sludge. The sewage sludge has higher ash content and lower amount of volatiles and fixed carbon than the wood samples resulting in a lower heating value.The pyrolysis of eucalyptus, garapeira/peroba and sewage sludge has been studied in a thermobalance over a wide range of degradation temperatures. Between 225 °C – 375 °C (for eucalyptus) and 225 °C – 425 °C (for garapeira), the thermal decomposition of the biomass leads to significant weight loss.The weight loss for Eucalyptus between 265°C and 350°C is 0.48 % / °C and taking into account a heating rate of 10°C/min, the weight loss is 4.8 % /min. Garapeira has a similar behaviour than eucalyptus. The weight loss for garapeira between 265°C and 365°C is 0.4 % / °C and taking into account a heating rate of 10°C/min, the weight loss is 4 % /min.The behaviour of the sewage sludge to the increase of temperature from 25°C to 700 °C in an inert atmosphere do not show such different zones as the behaviour of the woody biomass. Between 150 °C and 235°C the weight loss of the sewage sludge was 0.07 %/°C (0.7 %/min). The highest weight loss takes place between 300 °C and 390 °C (0.15 %/°C or 1.5 %/min). In the third zone, between 500 °C and 600°C, the weight loss was 0.03 %/°C (0.3 %/min).The pyrolysis is assumed to be a first order decomposition. The activation energy (E) and the pre exponential factor (A) are calculated for the studied samples.The proximate analysis shows differences between the woody biomass and the sewage sludge. The sewage sludge has higher ash content and lower fixed carbon and volatiles. Eucalyptus has lower carbon fixed and higher volatiles than peroba-garapeira.",Energy and Environment
"The aim of this project is to make an energy survey for a group of apartments and suggestions to change the heating system from electricity to a more efficient one. There are in total 73 flats in 21 buildings. All flats are separated in several houses from two to five flats in one building. There are two different kinds of flats. One with three rooms in one floor, in the following referred to as ‘flat A’ and the other one with four rooms in two floors, in the following referred to as ‘flat B’.In the area there are also two buildings for the commonalty. In these buildings there are a shelter and several common rooms like a storage and a laundry. In our work these two buildings are not included because they are used by everyone inside the community and we could not obtain exact values for the used electricity and the water consumption. So our work is specialised only on the residential houses.The first part of this thesis contains the energy balance for the different kinds of flats to see how much energy they consume for heating and hot tap water. To get theses values we have to analyse the total energy flow into one flat and compare it with the energy which is used because of transmission losses, ventilation losses, hot tap water, electricity for the household and natural ventilation and infiltration.The total energy consumption for flat A is about 19000 kWh per year and in flat B about 23200 kWh per year. But the electricity which is used and has to be bought is about 15600 kWh per year in flat A flat and 17600 kWh in flat B. The rest of the energy is from so called free heat caused by solar radiation and internal heat generation.These numbers for the electricity need in one year create annual costs of about 20000 SEK in flat A and 22500 SEK in flat B. To reduce these costs it is necessary to know where this energy goes and for what it is used. The important parts of the energy balance for this thesis are the transmission losses, the losses caused by natural ventilation and infiltration and the used energy for hot tap water.The losses caused by mechanical ventilation have also a significant value, but they would only affect the new heating system if the ventilation system would be connected to the new system. And the electricity used in the household for electrical devices can only be changed by the consumer himself. The part which is affecting the energy costs for the transmission and natural ventilation losses and the hot tap water sums up to 9240 kWh per year in flat A and flat B. This causes costs of about 10000 SEK per year.To reduce these costs it is necessary to change the actual heating system. In the following we analyse the saving potentials with a change to an air-water heat pump or with a connection to the local district heating network. The costs which can be saved with the installation of a heat pump sum up to about 7000 SEK per year. The installation costs are about 100000 SEK to 125000 SEK depending on the different proposed models. If you consider that the existing electrical boiler has to be changed anyway in the next years the investment costs for the combination with a heat pump decreases. The payback time is then between 9½ and 13½ years. With assumed increasing electricity prices of 5 % each year the payback time decreases to 8½ to 11 years.With a connection of each flat to the local district heating network the energy costs for heating and hot tap water decreases to 3200 SEK per year. Although the price per kWh for district heating is much lower than for electricity the costs are not decreasing a lot because of a high annual fixed fee of 7100 SEK. The saved money per year sums up to 300 SEK and 1000 SEK depending on the electricity contract. The payback time for this alternative is between 50 and up to 160 years.An alternative to the exchange of the heating and hot water system is to change the actual heat exchanger of the ventilation system. With this measure the energy consumption can be reduced with less investment costs. The investment costs for a new heat exchanger are about 35000 SEK, including a new exhaust hood from the kitchen outwards to reduce the contamination of the filters in the heat exchanger. The payback time ranges from 13 years in flat A to 21 years in flat B.",Energy and Environment
"Current hydraulic systems involving multiple actuators and a single hydraulic power supply generally have poor efficiency. Using throttling valves to control multiple actuators requires meeting the highest pressure requirement and the total flow of all of actuators.When there is a large difference in the pressure requirement of the actuators, fluid throttling results in significant energy losses. The purpose of this project is to implement switch-mode control in a multi-actuator circuit and demonstrate the improvement in efficiency over a traditional hydraulic system with throttling valve control.To accomplish this task a hydraulic crane arm powered by two actuators was designed and constructed. One actuator provides a pivoting motion utilizing low pressure and high flow, while the other provides a lifting motion utilizing high pressure and low flow.Using a simple feedback control loop, the crane arm lifts, rotates, and lower a load. After designing and testing the hydraulic crane, the team concluded that high-speed switch technology with multiple actuators is feasible. This new technology, once implemented on a larger scale in realistic applications, will reduce losses in hydraulic systems that depend on multiple actuators to function.Introduction:",Energy and Environment
"Accurate wind resource assessment is of high importance for wind farm development. This thesis estimates and compares the annual energy production results produced employing two wind farm design tools WindPRO and WindSim for a site located in Greece.Two years of data are available from a 56 meter met mast. The data are analyzed filtered and converted to appropriate formats for usage by the wind farm design tools. Abnormalities in the wind data are observed, investigated and presented.For energy calculations in WindPRO different roughness data and height contours are used and evaluated resulting to 36 different energy estimations. The result show that the annual energy production results for different parameters have a difference from 0,07% to 8,18 %. Concerning energy estimations using WindSim a grid sensitivity study is produced utilizing a low resolution grid to an ever more refined grid for different boundary layer heights and air density’s.Parameters introducing uncertainties and energy losses in the calculations are identified and quantified. Using the annual energy production, uncertainty and energy losses the P50, P75, P90 are produced for WindPRO, WindSim and are compared. These result indicate a good approximation in the estimated values from both wind farm design tools, for the investigated site the result differences vary from 0,2 % – 2,0%.",Energy and Environment
"The electrical energy output and the performance of a PEM fuel cell is dependent on the ion transfer in the fuel cell. The ion transport mechanism in the electrolyte cell membrane is dependent on the charge site in the membrane.The charge sites increases with an increase in the hydration of the membrane, this shows that the water content of the membrane is important to facilitate the ion transfer in the electrolyte membrane, hence proper management of water is essential to the operation of the PEM fuel cell system, to achieve these a proper balance of the water transport within the PEM fuel cell is needed for the optimum operation of the PEM fuel cell membrane.This work is based on an assessment of the humidity management effect on the performance of the PEM fuel cell. If the fuel cell membrane is over hydrated with water, it results in over flooding of cell membrane, which causes activation losses and H+ ion cross over losses in the fuel cell, and if the membrane is poorly hydrated it results in poor hydration of the membrane which causes concentration loss, and very low ion conductivity.The water balance system of the fuel cell is such that water vapour is present in the air at the inlet, the water is also used for H+ ion transport from the anode to the cathode, the excess water in the cathode is back diffused in to the anode, at the cathode it is also produced from the chemical reaction of the fuel cell, at the exits water it is evaporated at both the anode and cathode of the cell, and finally with the use of water mass balance we determine the mass of the water which is injected into the fuel cell to meet up the water demand for the hydration of the membrane.This work analyses how these parameters, the operating temperature, relative humidity of air, the inlet temperature, the pressure drop in the cell membrane, the operating temperature, the membrane thickness and the stoichiometry of air affects the water content of the cell membrane. The results from this work showed that a proper management of the PEM fuel cell is of central importance to control the membrane hydration and ensure proper performance of the fuel cell.",Energy and Environment
"This work aims on the investigation of factors influencing the discharge characteristics of a heat storage system, which is based on the reversible reaction system of Ca(OH)2and CaO. As storage, a packed bed reactor with embedded plate heat exchanger for indirect heat transfer is considered. The storage system was studied theoretically by means of finite element analysis of a corresponding mathematical model.Parametric studies were carried out to determine the influence of reactor design and operational mode on storage discharge. Analysis showed that heat and gas transport through the reaction bed as well as the heat capacity rate of the heat transfer fluid affect the discharge characteristics to a great extent.To obtain favourable characteristics in terms of the fraction of energy which can be extracted at rated power, a reaction front perpendicular to the flow direction of the heat transfer fluid has to develop. Such a front arises for small bed dimensions in the main direction of heat transport within the bed and for low heat capacity rates of the heat transfer fluid.Depending on the design parameters, volumetric energy densities of up to 309 kWh/m3 were calculated for a storage system with 10 kW rated power output and a temperature increase of the heat transfer fluid of 100 K. Given these findings, this study is the basis for the dimensioning and design of a pilot scale heat exchanger reactor and will help to evaluate the technical feasibility of thermo-chemical heat storage systems.",Energy and Environment
"This thesis examines the performance of residential buildings and the energy systems contained within those buildings by simulating them in the TRaNsient SYstems Simulation (TRNSYS) program. After matching a building’s floorplan to that of house local to the College Park area, national and local building surveys were consulted to produce a prototype of the average Maryland home. This home was simulated with ordinary insulation levels, heating, ventilation, and air conditioning (HVAC) equipment, and appliances.Various construction characteristics, including wall insulation, thermostat set points, HVAC equipment, and appliance efficiency were varied to examine the effects of each individual change upon the final annual energy consumption of the building, and in doing so, the value of retrofitting each characteristic was explored.Finally, the most effective energy-saving strategies were combined to model a low-energy home, in order to explore the possibility of refitting an existing home to become a net-zero site energy building. Sensitivity study results were listed, and a net-zero-energy building was successfully simulated.",Energy and Environment
"This project has been developed at the company Gavlegardarna. The company owns a large part of the buildings of Gävle and two of them are the objective of the project. Gavlegardana is highly concerned about the environment; for this reason, they cooperate on the subject with the energy management from their technical department.Gävle is one of the Swedish cities where the DH (district heating) network is distributed, arriving to most of the dwellings, industries and commercial buildings. As DH uses environmentally friendly sources of energy,Gavlegardana is introducing it in its buildings.Electrical radiators and boilers were installed in the buildings when the price of electricity was more affordable than nowadays. The price of the electricity can be considered 1,23 SEK/kWh while the DH price is 0,45 SEK/kWh.Consequently, this is another reason why the objective of the company at the present time is to replace electrical space heating systems by means of district heating.The energy balance of the buildings is analysed in order to study their current energy situation. This entails the consideration of heat gains and losses involved. The heat gains of the building are the heat from solar radiation which arrives at the building trough the windows, the heat internally generated (by persons, lighting and other devices) and the heat supplied. The heat losses are composed by the transmission trough walls and windows, the infiltrations, the heat used for hot tap water and the ventilation losses.An important part of the work required to calculate the energy balance has consisted of the collection and organization of all the data (areas, types of material, electrical devices, lighting, number of employees, opening hours…).This data comes from the drawings of the buildings provided by the company and from the information gathered during the visits to the installation. In addition, the ventilation flows were measured in-situ using the tools provided by Theorells.Gavle Energi, the DH distributor company, has been contacted in order to fixthe cost and other details related to the district heating connection. The heat exchanger models, selected from Palm at System AB, are TP20 for Building A and TP10 for Building B. TP20 provides 100 kW of heating and 0,4 l/s of hot tap water and TP10 provides 50 kW and 0,31 l/s respectively. The capital cost is 187500 SEK which includes the heat exchangers and the connection cost.As the secondary circuit is not currently installed because the existing system is composed by electrical radiators, the installation of the piping network in the building has been designed. The radiators’ power is calculated taking into account the need of heat in each room which is estimated as the transmission losses. This need of heat calculated is higher than the energy currently supplied which means that the thermal comfort is not achieved in all the rooms of the buildings.In spite of using more energy for space heating, the change of heat source entails a lower energy cost per year. The selected radiators are from Epecon and the investment cost (including the installation) is 203671 SEK. The brand of the selected pipes is Broson and the investment cost of the total piping system is 66000 SEK.The initial investment of the new installation is 457171 SEK, considering the DH connection, heat exchangers, radiators and pipes. If the initial investment is totally paid in cash by the company the payback will be fulfilled in 6 years. In case of borrowing the money from the bank (considering an interest rate of 5%), two possibilities can be considered: paying back the money in annual rates over 15 years or 30 years of maturity. The paybacks are 11 and 8 years respectively.After designing the DH piping system in the buildings, estimating the total costs of the investment and studying the project’s feasibility by suggesting different payment options, some possible energy savings are recommended.The first of the options refers to the transmission losses trough the windows whose values’ are considerably high. Using a glass with a lower U-value, these losses can decrease until 66% (with triple glass windows). Consequently, the power required for space heating can also be reduced until 26%.Regarding the ventilation, rotating heat exchangers are currently used, which entails the problem of smells mixture detected by the users of the buildings. By changing them with flat-plate heat exchangers, the problem is solved and the efficiency is increased from 66% to 85%. The new heat exchanger cost is340387 SEK and it has a payback of 10 years.",Energy and Environment
